2.00,13.70
0.00,16.00
0.00,17.60
0.00,17.20
5.00,16.20
76.00,18.20
16.00,19.20
0.00,15.30
1.00,16.40
0.00,20.10
6.00,20.00
0.00,18.90
0.00,20.10
0.00,16.10
0.00,15.30
0.00,16.40
19.00,16.20
0.00,16.60
38.00,15.90
182.00,15.20
58.00,14.60
57.00,15.70
43.00,15.10
18.00,14.10
14.00,15.30
13.00,15.50
178.00,17.00
39.00,20.10
348.00,22.00
135.00,19.20
7.00,15.40
17.00,14.90
221.00,14.90
23.00,16.70
56.00,16.00
91.00,16.40
7.00,16.90
20.00,15.40
184.00,14.70
20.00,17.00
0.00,15.40
23.00,14.90
0.00,16.80
2.00,17.50
46.00,19.70
0.00,21.30
0.00,18.60
76.00,16.60
21.00,14.50
52.00,14.50
0.00,16.60
0.00,19.70
0.00,19.80
0.00,20.20
0.00,22.80
0.00,25.40
0.00,21.80
118.00,21.10
0.00,21.10
0.00,20.70
0.00,18.20
2.00,18.40
0.00,17.90
64.00,19.00
11.00,18.30
55.00,17.70
61.00,17.00
65.00,16.50
8.00,16.60
94.00,19.00
9.00,17.30
0.00,17.60
62.00,16.40
5.00,18.40
0.00,17.20
58.00,14.40
25.00,12.80
23.00,13.60
102.00,18.90
0.00,17.60
0.00,17.00
0.00,16.10
0.00,16.30
0.00,17.00
0.00,17.70
0.00,18.10
39.00,17.80
87.00,16.70
165.00,18.00
2.00,21.00
0.00,22.80
0.00,24.30
0.00,22.10
0.00,21.60
19.00,20.50
1.00,17.20
0.00,16.20
0.00,17.40
0.00,17.20
0.00,16.60
15.00,18.50
7.00,17.90
39.00,17.30
0.00,17.70
0.00,18.30
0.00,19.60
0.00,16.90
0.00,18.40
13.00,18.50
0.00,20.90
0.00,23.50
0.00,23.00
0.00,22.60
59.00,17.40
0.00,17.30
0.00,16.70
0.00,14.40
0.00,14.50
0.00,14.70
0.00,13.80
1.00,13.60
0.00,15.20
0.00,16.30
37.00,13.50
0.00,14.50
0.00,18.70
0.00,15.90
29.00,14.50
1.00,13.50
9.00,12.10
113.00,14.50
0.00,13.00
1.00,9.80
0.00,9.40
0.00,11.80
0.00,11.00
0.00,7.90
5.00,7.90
0.00,8.00
0.00,8.90
0.00,9.10
0.00,9.90
88.00,10.70
0.00,13.30
0.00,12.10
0.00,10.20
265.00,8.80
3.00,8.50
11.00,7.60
3.00,6.70
1.00,4.80
0.00,7.10
0.00,8.70
0.00,9.50
0.00,11.80
0.00,13.10
0.00,9.60
0.00,8.70
0.00,8.50
0.00,8.10
16.00,7.20
31.00,6.70
5.00,7.60
41.00,6.90
36.00,6.10
50.00,4.20
8.00,1.90
6.00,3.00
77.00,4.00
116.00,1.80
1.00,2.00
6.00,2.70
12.00,3.10
56.00,10.80
52.00,11.90
46.00,9.30
117.00,6.00
4.00,5.80
21.00,8.40
51.00,12.00
26.00,11.00
1.00,7.90
0.00,6.60
0.00,3.30
1.00,-0.10
2.00,5.60
1.00,-0.30
0.00,-3.10
0.00,2.00
0.00,7.90
6.00,5.20
8.00,-0.10
1.00,-1.40
0.00,-2.70
0.00,0.10
0.00,6.30
0.00,8.20
3.00,9.10
0.00,7.80
69.00,8.50
6.00,5.30
2.00,6.60
4.00,7.30
1.00,6.50
0.00,5.40
0.00,6.10
0.00,6.20
0.00,4.30
0.00,-0.60
1.00,4.10
41.00,5.90
1.00,6.00
8.00,7.90
16.00,10.40
